Código Soporte;Código Elemento;Empresa;Nombre Comercial Tecnología;Dirección;Localidad;Comuna;Región;Tipo Documento Autorizatorio;Nro. Documento;Fecha Documento;Tipo Soporte;Altura;Frecuencia;Banda;Ancho Banda;Tecnología;Tipo Acceso;Latitud;Longitud;x;y
"14.967";"636.004";TELEFÓNICA MÓVILES CHILE S.A.;4G;HIJUELAS 32, DOROTEA;;Natales;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1262;22/04/2022;Torre Ventada;"60";"700";UHF;10000;LTE(4G);OFDMA;51° 36´ 40´´;72° 19´ 11´´;"-72,32";"-51,611"
"31.826";"643.239";TELEFÓNICA MÓVILES CHILE S.A.;;RECINTO ENAP, SECTOR POSESIÓN;;San Gregorio;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;2538;08/08/2022;Torre Auto Soportada;"38";"700";SHF;20;LTE;OFDMA;52° 16´ 5.4´´;68° 53´ 41.4´´;"-68,895";"-52,268"
"31.660";"644.302";WILL;4G;Estancia Boquerón Km. 20, Sector Bahía Inútil;;Porvenir;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;2496;03/08/2022;Torre Ventada;"60";"2600";UHF;20000;LTE(4G);FDD;53° 27´ 0.9´´;70° 14´ 57.2´´;"-70,249";"-53,45"
"32.086";"648.911";TELEFÓNICA MÓVILES CHILE S.A.;4G;Blanco Encalada;;Natales;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;283;19/04/2023;Torre Auto Soportada;"18";"2600";UHF;40000;LTE(4G);OFDMA;51° 43´ 34.2´´;72° 30´ 13.63´´;"-72,504";"-51,726"
"11.412";"652.769";Wom;;9 Norte, Sector Aeropuerto;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;2258;19/12/2024;Torre Auto Soportada;"33";"700";UHF;20000;LTE Advanced Pro(5G);FDD;53° 0´ 36.20016´´;70° 49´ 24.30012´´;"-70,823";"-53,01"
"23.496";"653.087";Wom;;Gobernador Bories;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;536;02/04/2025;Azotea;"13";"2100";UHF;30000;LTE(4G);TDMA;53° 9´ 30.200004´´;70° 54´ 15.9´´;"-70,904";"-53,158"
"19.672";"653.705";TELEFÓNICA MÓVILES CHILE S.A.;5G;CALLE SIN NÚMERO A 32 KM DE CERRO SOMBRERO;;Porvenir;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;419;03/03/2023;Torre Ventada;"64";"3500";UHF;50000;5G(5G);OFDMA;53° 4´ 22´´;69° 20´ 43´´;"-69,345";"-53,073"
"11.423";"681.253";CLARO CHILE SPA.;5G;Base Naval Puerto Williams s/n;;CABO DE HORNOS;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;214;26/11/2024;Monoposte;"42";"3500";SHF;50000;5G(5G);;54° 56´ 2.1012´´;67° 36´ 32.1012´´;"-67,609";"-54,934"
"17.031";"682.017";TELEFÓNICA MÓVILES CHILE S.A.;4G;GENERAL DEL CANTON° 0299 ESQ.SARGENTO ALDEA;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1448;18/08/2025;Torre Auto Soportada;"30";"2600";UHF;40000;LTE(4G);OFDMA;53° 8´ 56´´;70° 54´ 54´´;"-70,915";"-53,149"
"14.923";"682.189";TELEFÓNICA MÓVILES CHILE S.A.;4G;CORONEL JOSE DE LOS SANTOS MARDONES N° 1695;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1285;31/07/2025;Torre Auto Soportada;"30";"2600";UHF;20000;LTE(4G);OFDMA;53° 8´ 5´´;70° 55´ 24´´;"-70,923";"-53,135"
"17.803";"60.810";MOVISTAR MOVIL;2G;Armando Sanhueza Nº 110 - 114;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RES. NOTIFICADA;60;10/01/2007;Torre Auto Soportada;"30";"1900";UHF;10000;GSM(2G);TDMA;53° 9´ 8´´;70° 54´ 10´´;"-70,903";"-53,152"
"11.430";"470.496";Claro Serv. Empresariales;4G;Gobernador Carlos Bories;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;4131;25/10/2013;Monoposte;"27";"2600";UHF;40000;LTE(4G);FDD;53° 9´ 41.00004´´;70° 54´ 26.989919999999998´´;"-70,907";"-53,161"
"18.595";"483.007";MOVISTAR MOVIL;4G;Julio Roca N°953;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;4309;08/11/2013;Monoposte;"28,5";"2600";UHF;40000;LTE(4G);FDD;53° 9´ 53´´;70° 54´ 20´´;"-70,906";"-53,165"
"17.053";"530.875";MOVISTAR MOVIL;4G;Manuel Aguilar Nº 01776;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;71;06/05/2015;Monoposte;"30";"700";UHF;20000;LTE(4G);FDD;53° 8´ 44´´;70° 56´ 22´´;"-70,939";"-53,146"
"17.660";"530.878";MOVISTAR MOVIL;4G;Cerro Kimiriake R-Ch255 Km 106;;San Gregorio;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;71;06/05/2015;Torre Auto Soportada;"42";"700";UHF;20000;LTE(4G);FDD;52° 23´ 1´´;69° 45´ 18´´;"-69,755";"-52,384"
"19.873";"530.883";MOVISTAR MOVIL;4G;Parcela 14, Sector Villa Cariño,  Lote 2-0;;Natales;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;71;06/05/2015;Monoposte;"3";"700";UHF;20000;LTE(4G);FDD;51° 44´ 6.53´´;72° 27´ 10.19´´;"-72,453";"-51,735"
"14.938";"561.178";WILL;4G;JUAN WILLIAMS N°06503;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1768;04/09/2017;Torre Auto Soportada;"36";"700";UHF;30000;LTE(4G);FDD;53° 6´ 49´´;70° 52´ 41´´;"-70,878";"-53,114"
"19.668";"561.179";WILL;4G;CORONEL JOSE DE LOS SANTOS MARDONES N°0495;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1768;04/09/2017;Monoposte;"15";"700";UHF;30000;LTE(4G);FDD;53° 8´ 31.7´´;70° 54´ 27.900000000000002´´;"-70,908";"-53,142"
"23.811";"574.527";CLARO CHILE SPA.;3G;Ignacio Carrera Pinto;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;387;16/02/2018;Torre Auto Soportada;"30";"850";UHF;25000;UMTS(3G);WCDMA;53° 9´ 2´´;70° 56´ 7´´;"-70,935";"-53,151"
"11.430";"583.455";CLARO CHILE SPA.;3G;Gobernador Carlos Bories N°911;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;2628;11/12/2018;Monoposte;"27";"850";UHF;25000;UMTS(3G);FDD;53° 9´ 41.00004´´;70° 54´ 26.989919999999998´´;"-70,907";"-53,161"
"17.631";"584.174";MOVISTAR MOVIL;4G;MARTINEZ DE ALDUNATE N°1471;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1259;19/06/2019;Torre Auto Soportada;"36";"2600";UHF;40000;LTE(4G);WCDMA;53° 9´ 34´´;70° 55´ 55´´;"-70,932";"-53,159"
"11.436";"586.283";CLARO CHILE SPA.;;Prolongación Calle Mardones, Parcela 110, Sector Pampa Redonda  S/N;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;2624;18/08/2022;Torre Auto Soportada;"36";"700";UHF;20000;LTE(4G);FDD;53° 7´ 4.100016´´;70° 56´ 36.9´´;"-70,944";"-53,118"
"16.827";"597.384";MOVISTAR MOVIL;4G;Cerro Sombrero, Ruta 257, Km 211.5.;;Primavera;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1207;10/06/2019;Torre Auto Soportada;"36";"2600";UHF;40000;LTE(4G);FDD;52° 46´ 33´´;69° 17´ 28´´;"-69,291";"-52,776"
"18.598";"626.586";Wom;5G;Camino Dorotea Km 3, s/n, Natales, Magallanes Y La Antártica Chilena;;Natales;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;32;11/03/2021;Torre Auto Soportada;"25";"2100";UHF;30000;LTE Advanced Pro(5G);OFDMA;51° 42´ 52.6´´;72° 28´ 48.2´´;"-72,48";"-51,715"
"18.597";"630.117";Wom;5G;Cancha Rayada N° 375, Punta Arenas, Magallanes Y La Antártica Chilena;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;78;24/05/2021;Monoposte;"29";"3500";SHF;50000;5G(5G);OFDMA;53° 9´ 37´´;70° 55´ 55´´;"-70,932";"-53,16"
"25.920";"630.159";Wom;5G;Av. Cristobal Colon N° 1290, Punta Arenas, Magallanes Y La Antártica Chilena;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;78;24/05/2021;Azotea;"30";"3500";SHF;50000;5G(5G);OFDMA;53° 9´ 47.09´´;70° 53´ 47.51´´;"-70,897";"-53,163"
"14.937";"633.232";WILL;3G/5G;"Presidente
Eduardo        Frei
Montalva         N°
0983";;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;526;01/03/2022;Torre Auto Soportada;"30";"700";UHF;15000;UMTS(3G)/LTE Advanced Pro(5G);OFDMA;53° 7´ 58´´;70° 54´ 32´´;"-70,909";"-53,133"
"19.920";"634.577";WILL;4G;Lote 1 Rio Tranquilo Estancia Los Baqueano;;Natales;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;745;18/03/2022;Monoposte;"0";"2600";UHF;40000;LTE(4G);OFDMA;51° 47´ 50.99´´;72° 11´ 44´´;"-72,196";"-51,797"
"14.916";"635.086";WILL;4G;Recinto Enap, Cabo Negro;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1012;31/03/2022;Torre Auto Soportada;"42";"2600";UHF;40000;LTE(4G);OFDMA;52° 56´ 36´´;70° 49´ 11´´;"-70,82";"-52,943"
"16.971";"641.616";WILL;4G;"Calle Roca N°
953";;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1957;22/06/2022;Monoposte;"30";"2600";UHF;20000;LTE(4G);FDD;53° 9´ 52´´;70° 54´ 20´´;"-70,906";"-53,164"
"14.967";"644.486";Wom;;Hijuela 32, Dorotea;;Natales;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;983;18/06/2025;Torre Ventada;"60";"2100";SHF;60000;LTE(4G);OFDMA;51° 36´ 40´´;72° 19´ 11´´;"-72,32";"-51,611"
"25.920";"654.392";Wom;;Cristobal Colón;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;982;18/06/2025;Azotea;"30";"2100";;30000;LTE Advanced Pro(5G);OFDMA;53° 9´ 47.09´´;70° 53´ 47.51´´;"-70,897";"-53,163"
"31.979";"660.227";WILL;4G;Bahía Lomas S/N, al costado de Islote Snipe N°01143;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1456;05/07/2023;Poste de Concreto;"12";"2600";SHF;40000;LTE(4G);OFDMA;53° 9´ 15.700000000000001´´;70° 56´ 30.900000000000002´´;"-70,942";"-53,154"
"11.423";"680.208";CLARO CHILE SPA.;4G;Base Naval Puerto Williams;;CABO DE HORNOS;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;888;06/06/2025;Monoposte;"42";"700";UHF;10000;LTE(4G);FDD;54° 56´ 2.1012´´;67° 36´ 32.1012´´;"-67,609";"-54,934"
"11.411";"681.049";CLARO CHILE SPA.;5G;Dr. Oscar Munizaga, S/N;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;214;26/11/2024;Monoposte;"36";"3500";SHF;50000;5G(5G);;53° 8´ 28.489919999999998´´;70° 53´ 52.68984´´;"-70,898";"-53,141"
"34.263";"681.230";CLARO CHILE SPA.;5G;Predio denominado Prolongación Estancia Wimmy, Parcela N°10;;Natales;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;214;26/11/2024;Torre Ventada;"17";"3500";SHF;50000;5G(5G);;51° 55´ 27.8´´;72° 7´ 57.29´´;"-72,133";"-51,924"
"11.414";"681.251";CLARO CHILE SPA.;5G;Simón Bolívar Nº 1455;;Natales;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;214;26/11/2024;Monoposte;"30";"3500";SHF;50000;5G(5G);;51° 43´ 47.88984´´;72° 29´ 12.689879999999999´´;"-72,487";"-51,73"
"19.270";"682.774";TELEFÓNICA MÓVILES CHILE S.A.;4G;CERRO DOROTEA S/N (Cerro Dorotea, desde intersección de Ruta 9 con Ruta Y-315, 2,8 Km en dirección Norte);;Natales;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1517;26/08/2025;Torre Ventada;"21";"2600";SHF;40000;LTE(4G);OFDMA;51° 40´ 50.1´´;72° 26´ 17.5´´;"-72,438";"-51,681"
"18.323";"13.865";Movistar;2G;Ruta 9, Aprox.En Km 1099, Estancia Puro Chile.;;Laguna Blanca;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;58;10/01/2007;Torre Auto Soportada;"36";"1900";UHF;10000;GSM(2G);TDMA;52° 22´ 36.43´´;71° 28´ 57.9´´;"-71,483";"-52,377"
"11.421";"440.784";Claro Serv. Empresariales;4G;Ruta Puerto Natales - Punta Arenas Km, 7,2, Sector Mirador Dorotea;;Natales;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;78;30/05/2013;Torre Ventada;"24";"2600";UHF;40000;LTE(4G);FDD;51° 40´ 47.600004´´;72° 26´ 15.3´´;"-72,438";"-51,68"
"11.437";"440.787";Claro Serv. Empresariales;4G;Prolongación General del Canto, Parcela N° 4, Sector Mirador Sur;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;78;30/05/2013;Torre Auto Soportada;"30";"2600";UHF;40000;LTE(4G);FDD;53° 8´ 33.6012´´;70° 57´ 23.000400000000003´´;"-70,956";"-53,143"
"11.426";"450.974";Claro Serv. Empresariales;4G;Matínez de Aldunate;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;3062;12/08/2013;Torre Auto Soportada;"36";"2600";UHF;40000;LTE(4G);FDD;53° 10´ 39.20016´´;70° 56´ 58.58988´´;"-70,95";"-53,178"
"11.425";"470.494";Claro Serv. Empresariales;4G;Bulnes;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;4131;25/10/2013;Monoposte;"36";"2600";UHF;40000;LTE(4G);FDD;53° 7´ 32.40012´´;70° 52´ 10.89012´´;"-70,87";"-53,126"
"11.421";"530.183";Claro Serv. Empresariales;4G;Ruta Puerto Natales - Punta Arenas Km. 7.2. Sector Mirador Dorotea;;Natales;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;65;21/04/2015;Torre Ventada;"24";"700";UHF;20000;LTE(4G);FDD;51° 40´ 47.600004´´;72° 26´ 15.3´´;"-72,438";"-51,68"
"23.496";"561.592";Wom;4G/3G;Gobernador Bories N°647;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1991;06/10/2017;Azotea;"13";"2100";UHF;60000;UMTS(3G)/LTE(4G);FDD;53° 9´ 30.200004´´;70° 54´ 15.9´´;"-70,904";"-53,158"
"11.434";"586.272";Claro Serv. Empresariales;4G;Camino Interior, Isla Dawson S/N;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1447;24/08/2020;Torre Ventada;"24";"700";UHF;20000;LTE(4G);FDD;53° 37´ 6´´;70° 28´ 24´´;"-70,473";"-53,618"
"11.412";"586.658";Claro Serv. Empresariales;4G;Ruta 9 Norte, Sector Aeropuerto S/N;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;244;03/02/2020;Torre Auto Soportada;"33";"700";UHF;20000;LTE(4G);FDD;53° 0´ 36.20016´´;70° 49´ 24.30012´´;"-70,823";"-53,01"
"21.206";"610.143";CLARO CHILE SPA.;;Parcela N°10-B, por calle prolongación Gral. Estanislao del Canto;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;2107;07/07/2022;Monoposte;"26";"2600";UHF;40000;LTE(4G);FDD;53° 8´ 35.7´´;70° 55´ 45.800000000000004´´;"-70,929";"-53,143"
"18.600";"625.417";Wom;5G;José Menéndez N° 171, Punta Arenas, Magallanes y La Antártica Chilena;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;19;09/03/2021;Monoposte;"14";"700";UHF;20000;LTE Advanced Pro(5G);OFDMA;53° 9´ 29´´;70° 54´ 58´´;"-70,916";"-53,158"
"18.599";"626.587";Wom;5G;Cerro Mirador, Punta Arenas, Magallanes Y La Antártica Chilena;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;32;11/03/2021;Torre Ventada;"35";"2100";UHF;30000;LTE Advanced Pro(5G);OFDMA;53° 9´ 25.900000000000002´´;71° 2´ 39.4´´;"-71,044";"-53,157"
"18.594";"630.114";Wom;5G;Hornillas S/N, Punta Arenas, Magallanes Y La Antártica Chilena;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;78;24/05/2021;Monoposte;"30";"3500";SHF;50000;5G(5G);OFDMA;53° 8´ 29´´;70° 53´ 53´´;"-70,898";"-53,141"
"14.913";"634.573";WILL;4G;Bahia Catalina S/N, Interior Base Aerea Fach;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;745;18/03/2022;Torre Ventada;"30";"2600";UHF;40000;LTE(4G);OFDMA;53° 0´ 37´´;70° 49´ 34´´;"-70,826";"-53,01"
"32.204";"650.140";TELEFÓNICA MÓVILES CHILE S.A.;;SUBDIVISION HIJUELAS 58 LOTE 1-C RIO DE LA MANO;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;405;31/05/2023;Torre Auto Soportada;"24";"2600";SHF;40;LTE;OFDMA;53° 10´ 22.41´´;70° 57´ 30.900000000000002´´;"-70,959";"-53,173"
"31.980";"660.228";WILL;4G;Patagonia frente al N°1384;;Natales;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1456;05/07/2023;Poste de Concreto;"12";"2600";SHF;40000;LTE(4G);OFDMA;51° 43´ 45.92´´;72° 28´ 58.7´´;"-72,483";"-51,729"
"27.006";"676.411";CLARO CHILE SPA.;;Ruta Y-340, Sector Rio Primero;;Natales;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;343;17/02/2025;Torre Auto Soportada;"30";"700";UHF;20000;;;52° 12´ 32.5´´;72° 28´ 36.6´´;"-72,477";"-52,209"
"14.917";"8360";Movistar;2G;Av. Bulnes Nº 04800;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;753;27/12/2004;Monoposte;"36";"1900";UHF;20000;GSM(2G);TDMA;53° 7´ 33´´;70° 52´ 10´´;"-70,869";"-53,126"
"11.426";"43.587";CLARO CHILE SPA.;2G;Martinez de Aldunate Nº 3528;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;511;28/07/2014;Torre Auto Soportada;"36";"850";UHF;25000;GSM(2G);TDMA;53° 10´ 39.20016´´;70° 56´ 58.58988´´;"-70,95";"-53,178"
"14.934";"47.547";ENTEL PCS;2G;SECTOR LLAU, PARCELA Nº 194-3;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;765;29/09/2009;Torre Ventada;"60";"1900";UHF;30000;GSM(2G);TDMA;53° 7´ 38´´;70° 57´ 50´´;"-70,964";"-53,127"
"17.809";"60.811";MOVISTAR MOVIL;2G;Prolongación Martínez de Aldunate, Parcela 32;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RES. NOTIFICADA;60;10/01/2007;Torre Auto Soportada;"30";"1900";UHF;10000;GSM(2G);TDMA;53° 10´ 37´´;70° 56´ 52´´;"-70,948";"-53,177"
"14.908";"456.641";WILL;4G;Cerro Mirador;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;177;09/11/2012;Torre Ventada;"40";"2600";UHF;40000;LTE(4G);FDD;53° 9´ 24´´;71° 2´ 37´´;"-71,044";"-53,157"
"11.429";"523.763";ENTEL PCS;2G;Colón 1290;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;3619;04/06/2015;Azotea;"30";"1900";UHF;25000;GSM(2G);TDMA/WCDMA;53° 9´ 47.09016´´;70° 53´ 46.38984´´;"-70,896";"-53,163"
"14.948";"529.979";WILL;4G;Estancia Tres Hermanas, Villa Tehuelches;;Laguna Blanca;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;880;30/08/2018;Torre Ventada;"36";"700";UHF;30000;LTE(4G);FDD;52° 22´ 35´´;71° 28´ 56´´;"-71,482";"-52,376"
"20.379";"530.879";MOVISTAR MOVIL;4G;Predio Miramar S/N. Sector Santa María Providencia Tierra del Fuego;;Porvenir;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;71;06/05/2015;Torre Auto Soportada;"60";"700";UHF;20000;LTE(4G);FDD;53° 18´ 36.9´´;70° 22´ 37.95´´;"-70,377";"-53,31"
"20.988";"584.201";MOVISTAR MOVIL;4G;PROLONGACION CARLOS CONDELL PARCELA E1-1  S/N;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1283;21/06/2019;Monoposte;"18";"2600";UHF;40000;LTE(4G);FDD;53° 8´ 6.7´´;70° 56´ 1.6´´;"-70,934";"-53,135"
"14.932";"588.854";TELEFÓNICA MÓVILES CHILE S.A.;4G;Km 8,5 Ruta 9 Norte N°09606;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1171;06/06/2019;Torre Ventada;"60";"700";UHF;20000;LTE(4G);FDD;53° 5´ 16´´;70° 52´ 58´´;"-70,883";"-53,088"
"17.809";"602.601";CLARO CHILE SPA.;;Prolongación Martinez de Aldunate, parcela32  S/N;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1994;22/10/2021;Torre Auto Soportada;"30";"700";UHF;20000;LTE(4G);FDD;53° 10´ 37´´;70° 56´ 52´´;"-70,948";"-53,177"
"11.428";"624.306";Wom;5G;Calle 21 de Septiembre, Punta Arenas, Magallanes y La Antártica Chilena;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;19;09/03/2021;Torre Auto Soportada;"42";"700";UHF;20000;LTE Advanced Pro(5G);OFDMA;53° 3´ 38.49012´´;70° 52´ 35.38992´´;"-70,876";"-53,061"
"16.971";"625.414";Wom;5G;Pdte. Julio Roca N° 953, Punta Arenas, Magallanes y La Antártica Chilena;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;19;09/03/2021;Monoposte;"30";"700";UHF;20000;LTE Advanced Pro(5G);OFDMA;53° 9´ 52´´;70° 54´ 20´´;"-70,906";"-53,164"
"17.761";"625.441";Wom;5G;Predio Miramar S/N. Sector Providencia Tierra del Fuego, Porvenir, Magallanes y La Antártica Chilena;;Porvenir;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;19;09/03/2021;Torre Auto Soportada;"60";"700";UHF;20000;LTE Advanced Pro(5G);OFDMA;53° 18´ 36´´;70° 22´ 38´´;"-70,377";"-53,31"
"17.761";"626.085";Wom;5G;Predio Miramar S/N. Sector Providencia Tierra del Fuego, Porvenir, Magallanes y La Antártica Chilena;;Porvenir;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;19;09/03/2021;Torre Auto Soportada;"60";"700";UHF;20000;LTE Advanced Pro(5G);OFDMA;53° 18´ 36´´;70° 22´ 38´´;"-70,377";"-53,31"
"26.669";"626.614";Wom;5G;Calle 18 de Septiembre N° 1141, Natales, Magallanes Y La Antártica Chilena;;Natales;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;32;11/03/2021;Monoposte;"0";"2100";UHF;30000;LTE Advanced Pro(5G);OFDMA;51° 44´ 0.9´´;72° 29´ 7.3´´;"-72,485";"-51,734"
"14.957";"626.619";Wom;5G;Calle Via tres, Puerto Williams, Cabo De Hornos, Magallanes Y La Antártica Chilena;;CABO DE HORNOS;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;32;11/03/2021;Torre Ventada;"48";"2100";UHF;30000;LTE Advanced Pro(5G);OFDMA;54° 56´ 17´´;67° 36´ 34´´;"-67,609";"-54,938"
